timestamp,symbol,open,high,low,close,volume
2024-03-12T00:00:00,QQQ,436.482,440.741,433.236,440.383,55712414
2024-03-12T00:00:00,SPY,505.428,509.296,502.879,508.705,74274874
2024-03-12T00:00:00,VT,109.1,109.775,108.595,109.71,1568320
2024-03-12T00:00:00,VTI,254.99,256.74,253.65,256.53,4380105
2024-03-13T00:00:00,QQQ,439.381,439.401,435.877,436.999,38210926
2024-03-13T00:00:00,SPY,509.03,509.209,506.452,507.91,55978672
2024-03-13T00:00:00,VT,109.67,109.78,109.27,109.53,1537692
2024-03-13T00:00:00,VTI,256.57,256.87,255.47,256.21,2667352
2024-03-14T00:00:00,QQQ,438.24,438.766,433.167,435.897,52583603
2024-03-14T00:00:00,SPY,508.894,509.045,503.824,506.905,111920411
2024-03-14T00:00:00,VT,109.67,109.67,108.48,109.04,2614869
2024-03-14T00:00:00,VTI,256.69,256.87,253.72,255.22,3664126
2024-03-15T00:00:00,QQQ,432.849,435.632,429.547,430.716,73613551
2024-03-15T00:00:00,SPY,503.799,505.27,501.738,503.424,109016103
2024-03-15T00:00:00,VT,108.3,108.52,107.89,108.14,1822481
2024-03-15T00:00:00,VTI,253.6,254.6482,252.7,253.71,3216805
2024-03-18T00:00:00,QQQ,436.065,438.362,434.585,434.823,47612941
2024-03-18T00:00:00,SPY,507.542,509.002,506,506.416,90024504
2024-03-18T00:00:00,VT,108.84,108.935,108.48,108.54,1242388
2024-03-18T00:00:00,VTI,255.58,256.21,254.81,255,3455369
2024-03-19T00:00:00,QQQ,432.805,436.315,430.699,435.906,43266852
2024-03-19T00:00:00,SPY,505.714,509.512,504.697,509.231,61528377
2024-03-19T00:00:00,VT,108.37,108.955,108.15,108.92,1720343
2024-03-19T00:00:00,VTI,254.43,256.55,254.1716,256.47,2900211
2024-03-20T00:00:00,QQQ,437.109,441.413,435.399,441.075,43920204
2024-03-20T00:00:00,SPY,509.288,514.079,508.607,513.939,70480169
2024-03-20T00:00:00,VT,108.98,110.06,108.82,110,2196399
2024-03-20T00:00:00,VTI,256.46,259.2,256.19,259.07,2480790
2024-03-21T00:00:00,QQQ,446.154,446.611,442.964,443.162,39586046
2024-03-21T00:00:00,SPY,516.814,517.525,515.353,515.639,61022875
2024-03-21T00:00:00,VT,110.47,110.6751,110.295,110.33,2301924
2024-03-21T00:00:00,VTI,260.65,261.07,260.04,260.14,3723188
2024-03-22T00:00:00,QQQ,442.645,444.772,441.79,443.67,28426525
2024-03-22T00:00:00,SPY,515.55,516.037,514.424,514.661,80077023
2024-03-22T00:00:00,VT,110.25,110.265,109.905,109.99,1649379
2024-03-22T00:00:00,VTI,259.19,259.45,258.34,258.5,2465312
2024-03-25T00:00:00,QQQ,440.857,443.55,439.852,442.059,27958940
2024-03-25T00:00:00,SPY,513.268,514.405,513.081,513.24,49129427
2024-03-25T00:00:00,VT,109.68,109.99,109.67,109.77,2037067
2024-03-25T00:00:00,VTI,258.1,258.49,257.79,257.92,2714406
2024-03-26T00:00:00,QQQ,443.59,444.509,440.399,440.628,34350644
2024-03-26T00:00:00,SPY,514.681,515.027,511.886,512.291,66296774
2024-03-26T00:00:00,VT,110.12,110.155,109.61,109.64,1369685
2024-03-26T00:00:00,VTI,258.8,258.83,257.28,257.46,2591495
2024-03-27T00:00:00,QQQ,443.73,443.829,439.246,442.129,41611937
2024-03-27T00:00:00,SPY,515.154,516.635,512.957,516.596,84055954
2024-03-27T00:00:00,VT,110.15,110.475,109.82,110.46,1884721
2024-03-27T00:00:00,VTI,259.13,259.85,258.01,259.73,4030246
2024-03-28T00:00:00,QQQ,442.079,442.934,440.956,441.314,37064724
2024-03-28T00:00:00,SPY,516.635,518.018,516.212,516.498,97520245
2024-03-28T00:00:00,VT,110.48,110.695,110.43,110.5,1294810
2024-03-28T00:00:00,VTI,259.8,260.58,259.76,259.9,2669112
2024-04-01T00:00:00,QQQ,442.268,444.812,440.329,442.248,38965577
2024-04-01T00:00:00,SPY,517.247,517.791,514.424,515.599,63272571
2024-04-01T00:00:00,VT,110.64,110.725,109.99,110.21,3399068
2024-04-01T00:00:00,VTI,260.32,260.38,258.6799,259.7,3292260
2024-04-02T00:00:00,QQQ,437.408,438.75,435.369,438.43,44530083
2024-04-02T00:00:00,SPY,511.728,512.459,509.99,512.321,75174893
2024-04-02T00:00:00,VT,109.54,109.59,109.205,109.57,1930079
2024-04-02T00:00:00,VTI,257.5,257.5,256.19,257.3,3213359
2024-04-03T00:00:00,QQQ,436.295,441.304,436.285,439.416,40193835
2024-04-03T00:00:00,SPY,511.215,514.405,511.161,512.884,59908520
2024-04-03T00:00:00,VT,109.33,110.09,109.32,109.85,1207645
2024-04-03T00:00:00,VTI,256.73,258.44,256.6575,257.7,3241579
2024-04-04T00:00:00,QQQ,443.62,444.236,432.468,432.697,57617554
2024-04-04T00:00:00,SPY,516.941,517.285,506.312,506.623,98090599
2024-04-04T00:00:00,VT,110.64,110.7399,108.6696,108.72,3486084
2024-04-04T00:00:00,VTI,259.65,259.9858,254.44,254.61,3121253
2024-04-05T00:00:00,QQQ,434.127,440.478,433.313,437.794,55079113
2024-04-05T00:00:00,SPY,507.996,513.901,507.552,511.915,75495092
2024-04-05T00:00:00,VT,108.91,109.94,108.78,109.61,1544170
